,droplet_count,time_in_s,added_size
80,303,13.315000000000001,87891
81,157,13.481666666666667,87251
82,341,13.648333333333333,87359
83,297,13.815000000000001,87966
84,304,13.981666666666667,87828
85,289,14.148333333333333,87623
86,311,14.315000000000001,88353
87,306,14.481666666666667,88054
88,307,14.648333333333333,88041
89,290,14.815000000000001,88290
90,307,14.981666666666667,89277
91,304,15.148333333333333,89021
92,299,15.315000000000001,89065
93,299,15.481666666666667,88276
94,330,15.648333333333335,88911
95,311,15.815000000000001,88852
96,298,15.981666666666667,89578
97,289,16.148333333333333,88833
98,325,16.315,89378
99,312,16.48166666666667,89642
100,314,16.648333333333333,89890
101,330,16.815,90156
102,314,16.98166666666667,90133
103,318,17.148333333333333,89954
104,332,17.315,90895
105,327,17.48166666666667,90309
106,329,17.648333333333333,91210
107,319,17.815,90278
108,299,17.98166666666667,90519
109,151,18.148333333333333,90026
110,320,18.315,91533
111,298,18.48166666666667,91134
112,326,18.648333333333333,92528
113,321,18.815,91912
114,323,18.98166666666667,91572
115,305,19.148333333333333,91911
116,336,19.315,93277
117,321,19.48166666666667,92720
118,327,19.648333333333333,93164
119,320,19.815,93284
120,315,19.98166666666667,93779
121,310,20.148333333333333,93314
122,314,20.315,94085
123,321,20.48166666666667,94287
124,343,20.648333333333333,94329
125,335,20.815,94740
126,316,20.98166666666667,94962
127,316,21.148333333333333,94868
128,322,21.315,94939
129,312,21.48166666666667,94744
130,315,21.648333333333333,94584
131,317,21.815,94765
132,313,21.98166666666667,94343
133,318,22.148333333333333,94301
134,327,22.315,94446
135,325,22.48166666666667,94580
136,325,22.648333333333333,94688
137,328,22.815,94522
138,315,22.98166666666667,95064
139,323,23.148333333333333,94461
140,323,23.315,94248
141,298,23.48166666666667,94503
142,318,23.648333333333333,94911
143,324,23.815,94721
144,301,23.98166666666667,94508
145,324,24.148333333333333,94800
146,348,24.315,95252
147,354,24.48166666666667,94581
148,362,24.648333333333333,95179
149,330,24.813333333333336,94500
150,321,24.98166666666667,94552
151,336,25.14666666666667,94029
152,352,25.313333333333336,94299
153,349,25.48,94627
154,354,25.64666666666667,94585
155,326,25.813333333333336,94452
156,319,25.98,95313
157,322,26.14666666666667,94676
158,327,26.313333333333336,95273
159,345,26.48,95429
160,361,26.64666666666667,95074
161,335,26.813333333333336,95408
162,302,26.98,95822
163,328,27.14666666666667,94993
164,319,27.313333333333336,95929
165,339,27.48,95628
166,314,27.64666666666667,95701
167,309,27.813333333333336,95413
168,314,27.98,94709
169,307,28.14666666666667,94608
170,299,28.313333333333336,95297
171,329,28.48,94217
172,328,28.64666666666667,94445
173,317,28.813333333333336,94049
174,319,28.98,94793
175,326,29.14666666666667,94332
176,318,29.313333333333336,93764
177,328,29.48,93971
178,326,29.64666666666667,93730
179,323,29.813333333333336,93946
180,155,29.98,93721
181,338,30.14666666666667,93678
182,355,30.313333333333336,93563
183,318,30.48,93901
184,325,30.64666666666667,94446
185,303,30.813333333333336,94229
186,329,30.98,94136
187,325,31.14666666666667,93547
188,340,31.313333333333336,93719
189,333,31.48,93882
190,346,31.64666666666667,93616
191,347,31.813333333333336,93614
192,316,31.98,92915
193,310,32.14666666666667,92523
194,340,32.31333333333333,93336
195,329,32.480000000000004,93300
196,318,32.64666666666667,92731
197,311,32.81333333333333,92942
198,322,32.980000000000004,92577
199,332,33.14666666666667,91965
200,320,33.31333333333333,92163
201,319,33.480000000000004,90675
202,328,33.64666666666667,90871
203,342,33.81333333333333,89951
204,335,33.980000000000004,90992
205,308,34.14666666666667,90675
206,327,34.31333333333333,91254
207,326,34.480000000000004,90573
208,326,34.64666666666667,90823
209,328,34.81333333333333,91025
210,322,34.980000000000004,91224
211,319,35.14666666666667,90574
212,332,35.31333333333333,91158
213,328,35.480000000000004,91286
214,336,35.64666666666667,91417
215,333,35.81333333333333,89987
216,285,35.980000000000004,90917
217,321,36.14666666666667,89821
218,303,36.31333333333333,90820
219,319,36.480000000000004,90347
220,341,36.64666666666667,90111
221,317,36.81333333333333,90116
222,322,36.980000000000004,90376
223,323,37.14666666666667,89566
224,320,37.31333333333333,89506
225,350,37.480000000000004,90225
226,356,37.64666666666667,89545
227,347,37.81333333333333,89875
228,326,37.980000000000004,90431
229,315,38.14666666666667,90155
230,147,38.31333333333333,90528
231,318,38.480000000000004,90091
232,326,38.64666666666667,89878
233,339,38.81333333333333,88790
234,324,38.980000000000004,87468
235,332,39.14666666666667,86774
236,325,39.31333333333333,87836
237,333,39.480000000000004,88038
238,336,39.64666666666667,88427
239,335,39.81333333333333,88281
240,306,39.980000000000004,88539
241,295,40.14666666666667,89298
242,286,40.31333333333333,89141
243,157,40.480000000000004,88673
244,330,40.64666666666667,89441
245,337,40.81333333333333,88613
246,320,40.980000000000004,89359
247,303,41.14666666666667,89606
248,321,41.31333333333333,89207
249,309,41.480000000000004,88939
250,340,41.64666666666667,88881
251,329,41.81333333333333,89739
252,323,41.980000000000004,89639
253,304,42.14666666666667,89390
254,333,42.31333333333333,89187
255,306,42.480000000000004,89663
256,326,42.64666666666667,89635
257,324,42.81333333333333,89596
258,305,42.980000000000004,90205
259,302,43.14666666666667,89210
260,333,43.31333333333333,89070
261,331,43.480000000000004,89282
262,294,43.64666666666667,90480
263,312,43.81333333333334,89392
264,291,43.980000000000004,89419
265,306,44.14666666666667,89376
266,292,44.31333333333334,89417
267,322,44.480000000000004,88891
268,313,44.64666666666667,89738
269,142,44.81333333333334,88524
270,294,44.980000000000004,88959
271,280,45.14666666666667,87830
272,313,45.31333333333334,88313
273,279,45.480000000000004,86748
274,291,45.64666666666667,86930
275,290,45.81333333333334,86785
276,303,45.980000000000004,87831
277,271,46.14666666666667,87313
278,307,46.31333333333334,87078
279,286,46.480000000000004,86063
280,278,46.64666666666667,86391
281,295,46.81333333333334,85716
282,152,46.980000000000004,86698
283,283,47.14666666666667,85853
284,312,47.31333333333334,85411
285,285,47.480000000000004,85335
286,322,47.64666666666667,84884
287,325,47.81333333333334,84680
288,293,47.980000000000004,84842
289,289,48.14666666666667,84428
290,309,48.31333333333334,85050
291,287,48.480000000000004,85286
292,296,48.64666666666667,85594
293,297,48.81333333333334,84309
294,287,48.980000000000004,85589
295,300,49.14666666666667,85438
296,294,49.31333333333334,85079
297,317,49.480000000000004,84647
298,328,49.64666666666667,85251
299,294,49.81333333333334,84739
300,292,49.980000000000004,84630
301,291,50.14666666666667,84558
302,296,50.31333333333334,84175
303,312,50.480000000000004,84052
304,307,50.64666666666667,85041
305,302,50.81333333333334,83512
306,294,50.97833333333334,83238
307,310,51.145,82979
308,300,51.31166666666667,82787
309,315,51.47833333333334,82640
310,307,51.645,82876
311,312,51.81166666666667,81685
312,307,51.97833333333334,81603
313,302,52.145,81705
314,312,52.31166666666667,80962
315,303,52.47833333333334,81369
316,305,52.645,80952
317,318,52.81166666666667,80691
318,296,52.97833333333334,80940
319,287,53.145,81358
320,290,53.31166666666667,80646
321,273,53.47833333333334,79958
322,298,53.645,79930
323,305,53.81166666666667,79451
324,312,53.97833333333334,79280
325,303,54.145,78444
326,311,54.31166666666667,79147
327,326,54.47833333333334,78157
328,332,54.645,78717
329,158,54.81166666666667,77736
330,308,54.97833333333334,78146
331,329,55.145,78347
332,333,55.31166666666667,77688
333,320,55.47833333333334,78040
334,337,55.645,78398
335,163,55.81166666666667,77055
336,315,55.97833333333334,77336
337,320,56.145,76461
338,329,56.31166666666667,77142
339,345,56.47833333333334,76445
340,347,56.645,76549
341,320,56.81166666666667,76185
342,324,56.97833333333334,76147
343,299,57.145,75354
344,319,57.31166666666667,75502
345,321,57.47833333333334,75114
346,307,57.645,75847
347,324,57.81166666666667,75330
348,167,57.97833333333334,74336
349,313,58.145,74277
350,316,58.31166666666667,74595
351,175,58.47833333333334,74017
352,336,58.645,74330
353,331,58.81166666666667,74142
354,140,58.97833333333334,73443
355,283,59.145,73556
356,333,59.31166666666667,73158
357,334,59.47833333333334,73356
358,322,59.645,72976
359,352,59.81166666666667,72613
360,316,59.97833333333334,72803
361,311,60.145,72501
362,310,60.31166666666667,72595
363,333,60.47833333333334,71688
364,331,60.645,72453
365,322,60.81166666666667,71425
366,159,60.97833333333334,73234
367,320,61.145,71919
368,334,61.31166666666667,72312
369,320,61.47833333333334,71596
370,374,61.645,71878
371,356,61.81166666666667,71611
372,161,61.97833333333334,70555
373,345,62.145,70677
374,333,62.31166666666667,71464
375,334,62.47833333333334,71821
376,335,62.645,71328
377,171,62.81166666666667,72327
378,317,62.97833333333334,71384
379,331,63.145,70524
380,329,63.31166666666667,71059
381,330,63.47833333333334,70951
382,311,63.645,70997
383,326,63.81166666666667,71003
384,302,63.97833333333334,71358
385,309,64.14500000000001,70929
386,325,64.31166666666667,71453
387,343,64.47833333333334,71218
388,320,64.64500000000001,71601
389,330,64.81166666666667,70320
390,309,64.97833333333334,70446
391,320,65.14500000000001,70333
392,336,65.31166666666667,70849
393,161,65.47833333333334,70303
394,318,65.64500000000001,69213
395,336,65.81166666666667,70795
396,316,65.97833333333334,70712
397,314,66.14500000000001,71234
398,156,66.31166666666667,70868
399,347,66.47833333333334,70281
400,168,66.64500000000001,71176
401,318,66.81166666666667,70271
402,345,66.97833333333334,70543
403,333,67.14500000000001,70566
404,345,67.31166666666667,70185
405,326,67.47833333333334,69169
406,336,67.64500000000001,69793
407,159,67.81166666666667,68868
408,332,67.97833333333334,68229
409,182,68.14500000000001,68627
410,352,68.31166666666667,69867
411,352,68.47833333333334,69336
412,353,68.64500000000001,69255
413,327,68.81166666666667,70184
414,333,68.97833333333334,71075
415,326,69.14500000000001,69602
416,340,69.31166666666667,70349
417,177,69.47833333333334,68719
418,311,69.64500000000001,70008
419,335,69.81166666666667,69891
420,324,69.97833333333334,69816
421,340,70.14500000000001,68719
422,334,70.31166666666667,69427
423,333,70.47833333333334,69303
424,189,70.64500000000001,69329
425,350,70.81166666666667,69251
426,324,70.97833333333334,70001
427,323,71.14500000000001,69621
428,332,71.31166666666667,70211
429,335,71.47833333333334,69223
430,339,71.64500000000001,69820
431,193,71.81166666666667,69723
432,328,71.97833333333334,69974
433,337,72.14500000000001,68954
434,342,72.31166666666667,68891
435,340,72.47833333333334,69134
436,361,72.64500000000001,69085
437,361,72.81166666666667,68833
438,161,72.97833333333334,69400
439,320,73.14500000000001,68397
440,158,73.31166666666667,68710
441,341,73.47833333333334,68646
442,170,73.64500000000001,69089
443,322,73.81166666666667,68812
444,333,73.97833333333334,68773
445,174,74.14500000000001,68255
446,350,74.31166666666667,68832
447,183,74.47833333333334,68647
448,359,74.64500000000001,69053
449,358,74.81166666666667,68278
450,153,74.97833333333334,68971
451,160,75.14500000000001,68526
452,340,75.31166666666667,69314
453,351,75.47833333333334,69114
454,369,75.64500000000001,70079
455,184,75.81166666666667,68887
456,329,75.97833333333334,68750
457,331,76.14500000000001,68266
458,320,76.31166666666667,68519
459,321,76.47833333333334,68368
460,331,76.64500000000001,68959
461,334,76.81166666666667,69740
462,309,76.97833333333334,69630
463,314,77.14500000000001,68776
464,166,77.31,68698
465,331,77.47666666666667,68759
466,327,77.64333333333335,69079
467,172,77.81,69190
468,332,77.97666666666667,69069
469,329,78.14333333333335,68465
470,333,78.31,69023
471,339,78.47666666666667,68474
472,147,78.64333333333335,69209
473,343,78.81,68463
474,304,78.97666666666667,68855
475,167,79.14333333333335,67821
476,330,79.31,68567
477,325,79.47666666666667,68382
478,173,79.64333333333335,69260
479,351,79.81,68939
480,330,79.97666666666667,68994
481,171,80.14333333333335,68030
482,340,80.31,68445
483,319,80.47666666666667,68543
484,343,80.64333333333335,68240
485,351,80.81,68177
486,334,80.97666666666667,68786
487,318,81.14333333333335,68198
488,331,81.31,68506
489,337,81.47666666666667,68026
490,321,81.64333333333335,68698
491,329,81.81,68083
492,305,81.97666666666667,68756
493,328,82.14333333333335,68383
494,353,82.31,69673
495,343,82.47666666666667,69663
496,369,82.64333333333335,69840
497,346,82.81,68468
498,336,82.97666666666667,69039
499,338,83.14333333333335,69138
500,338,83.31,69013
501,354,83.47666666666667,68949
502,358,83.64333333333335,68472
503,325,83.81,68402
504,153,83.97666666666667,68892
505,331,84.14333333333335,68304
506,319,84.31,68763
507,327,84.47666666666667,68311
508,330,84.64333333333335,68600
509,356,84.81,68556
510,323,84.97666666666667,68511
511,329,85.14333333333335,68401
512,326,85.31,69466
513,332,85.47666666666667,68466
514,357,85.64333333333335,68609
515,362,85.81,67765
516,157,85.97666666666667,68345
517,345,86.14333333333335,68192
518,366,86.31,68180
519,350,86.47666666666667,68097
520,348,86.64333333333335,68213
521,349,86.81,68079
522,335,86.97666666666667,68310
523,312,87.14333333333335,67661
524,325,87.31,68067
525,325,87.47666666666667,68763
526,322,87.64333333333335,68895
527,329,87.81,68548
528,322,87.97666666666667,67916
529,319,88.14333333333335,67061
530,315,88.31,68317
531,175,88.47666666666667,67571
532,333,88.64333333333335,68136
533,344,88.81,68117
534,322,88.97666666666667,67853
535,312,89.14333333333335,66857
536,163,89.31,68287
537,335,89.47666666666667,66939
538,326,89.64333333333335,68117
539,302,89.81,67079
540,317,89.97666666666667,66958
